% LIQUIDITY FACTORS OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2025
% Column 1: Month
% Column 2: Levels of aggregated liquidity (Figure 1 in the paper)
% Column 3: Innovations in aggregated liquidity (non-traded liquidity factor; equation(8); the main series)
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study)
% and through 2025 it is similarly successful at creating a spread in post-ranking betas. The traded
% factor has a positive and significant alpha through 2025, consistent with liquidity risk being priced.
%
% Month	Agg Liq.	Innov Liq (eq8)	Traded Liq (LIQ_V)
200001	 -0.06756174	 -0.04623570	  0.01112397	
200002	 -0.04172321	 -0.01388926	  0.00885638	
200003	 -0.00579636	  0.10961297	 -0.00141189	
200004	 -0.22530607	 -0.21588508	 -0.04305099	
200005	  0.06593177	  0.07691919	 -0.02647594	
200006	 -0.18093348	 -0.15220127	 -0.03382056	
200007	  0.05561077	 -0.06664489	  0.11069420	
200008	 -0.07240609	  0.01950248	 -0.00900782	
200009	 -0.16953923	 -0.15603344	 -0.03895197	
200010	 -0.13680764	 -0.00695609	  0.02357218	
200011	 -0.14370528	 -0.12741869	 -0.03667505	
200012	  0.09559983	  0.06507645	  0.01165060	
200101	 -0.14739268	 -0.04996394	  0.06779335	
200102	 -0.05694382	 -0.06702596	  0.04249596	
200103	 -0.06043241	  0.02559154	  0.07413604	
200104	 -0.06215401	  0.10824744	  0.00833431	
200105	  0.10055022	  0.11475346	  0.02850723	
200106	  0.01593815	  0.08609559	  0.00678488	
200107	 -0.04836582	 -0.00184716	  0.03717994	
200108	 -0.05230679	  0.05668513	  0.04897065	
200109	 -0.04056517	 -0.12445054	 -0.09640247	
200110	  0.06991686	  0.09728791	  0.03530384	
200111	  0.02053724	 -0.00643053	  0.03418308	
200112	  0.01329567	  0.05126117	  0.06714246	
200201	 -0.06933410	 -0.01395323	 -0.01499077	
200202	 -0.01014477	 -0.00990371	  0.02220132	
200203	  0.06089400	  0.02601382	  0.08939793	
200204	 -0.10984696	 -0.03244727	  0.05447040	
200205	 -0.03394870	 -0.04699687	  0.05185532	
200206	 -0.11588231	 -0.05791001	 -0.00963558	
200207	 -0.06592809	  0.00040192	 -0.05898165	
200208	 -0.02471644	 -0.00414007	 -0.00078682	
200209	 -0.17025462	 -0.09232922	 -0.01490626	
200210	 -0.30745021	 -0.15125521	  0.03801510	
200211	 -0.03852842	  0.01155017	  0.03022881	
200212	 -0.17765836	 -0.00596646	 -0.01151825	
200301	 -0.08551714	 -0.08872527	 -0.02126251	
200302	 -0.04017361	 -0.03884712	  0.00988871	
200303	 -0.10831413	 -0.06961148	  0.00056915	
200304	 -0.05209133	 -0.01035497	  0.04009958	
200305	  0.02654648	  0.02256836	  0.00874340	
200306	 -0.01773457	 -0.00113240	 -0.00747402	
200307	 -0.03637264	  0.01804042	  0.06836864	
200308	 -0.01409137	  0.00123229	  0.04056866	
200309	 -0.11148703	 -0.02822835	 -0.00847455	
200310	 -0.04081220	  0.00920645	  0.02069473	
200311	 -0.05095746	 -0.02199310	  0.00438594	
200312	 -0.02134353	  0.04824604	 -0.00425603	
200401	 -0.10836234	 -0.01855370	 -0.05230250	
200402	 -0.03629383	 -0.05988992	  0.03279345	
200403	  0.02709225	  0.07292847	  0.01571290	
200404	 -0.05259222	  0.01091676	 -0.00080667	
200405	 -0.00584340	 -0.02420801	  0.00320315	
200406	  0.05580214	  0.11037314	  0.02479796	
200407	 -0.03591632	 -0.01083892	  0.06135838	
200408	  0.00419560	  0.04585109	  0.06201865	
200409	 -0.02612547	  0.00263240	  0.00074656	
200410	  0.01505384	  0.01738639	 -0.01196835	
200411	 -0.01808591	  0.03199670	  0.01737970	
200412	 -0.07000918	 -0.02024012	 -0.03313578	
200501	 -0.00560927	  0.01112567	  0.04285843	
200502	 -0.05566766	 -0.00222145	  0.05884714	
200503	 -0.02000101	  0.00137806	 -0.00278728	
200504	 -0.12681218	 -0.09873174	 -0.05272870	
200505	  0.00360165	  0.04529434	  0.00051707	
200506	  0.00197589	  0.08362290	  0.04449344	
200507	  0.02442561	  0.03555490	  0.02785843	
200508	  0.04779786	  0.07745517	  0.02818259	
200509	 -0.02282392	  0.02090015	  0.03522569	
200510	 -0.05169269	  0.00914618	 -0.04657857	
200511	  0.08820716	  0.06712835	  0.00743207	
200512	 -0.02396701	 -0.07511242	  0.00041792	
200601	 -0.05570373	 -0.04175369	  0.03359419	
200602	 -0.05908045	 -0.04158004	 -0.03722510	
200603	 -0.02455996	  0.01898600	  0.01284775	
200604	  0.01280344	  0.02980065	 -0.00607832	
200605	 -0.02518981	  0.00895882	  0.02149183	
200606	 -0.06746185	 -0.00045043	  0.03295189	
200607	  0.00392283	 -0.00151487	  0.05314991	
200608	  0.01674356	 -0.02629169	 -0.02612127	
200609	 -0.06005982	 -0.04418772	 -0.01545414	
200610	  0.03231146	  0.05871599	  0.03868364	
200611	 -0.00477947	  0.04118331	  0.02566603	
200612	  0.02912810	  0.02147479	 -0.01700997	
200701	  0.04381727	  0.01153061	  0.00584616	
200702	 -0.00626456	  0.03198938	  0.02607197	
200703	 -0.03859097	 -0.02698595	  0.03151448	
200704	 -0.01314644	  0.00833998	  0.01909692	
200705	  0.02692344	  0.06172567	  0.02644337	
200706	  0.06250693	  0.09429003	  0.00975545	
200707	 -0.00279992	 -0.01281148	  0.02403066	
200708	 -0.15699948	 -0.19691963	 -0.00526412	
200709	 -0.04699044	 -0.03717865	  0.03300278	
200710	 -0.19141503	 -0.04530948	  0.05681658	
200711	 -0.16848866	 -0.02737779	  0.02713640	
200712	 -0.04286628	  0.03101553	  0.04924450	
200801	 -0.15709389	 -0.05634770	 -0.12580929	
200802	  0.07934064	 -0.01909643	  0.03331357	
200803	 -0.26873580	 -0.14954045	  0.04179520	
200804	  0.06011294	  0.10238846	  0.10737975	
200805	 -0.01915958	  0.00909254	  0.08341966	
200806	 -0.08686972	 -0.03889616	  0.09782559	
200807	 -0.17532917	 -0.07239591	 -0.13562694	
200808	 -0.00482212	  0.02353038	  0.02014635	
200809	 -0.10126499	 -0.23431411	 -0.13397328	
200810	 -0.22923010	 -0.05616284	 -0.08529103	
200811	  0.07299962	  0.14686203	 -0.05508750	
200812	 -0.30815885	 -0.18323492	 -0.08386405	
200901	 -0.04154840	 -0.16132272	  0.13012375	
200902	 -0.03790588	  0.03383004	  0.03611069	
200903	 -0.09956455	 -0.03369102	 -0.05156544	
200904	 -0.09595901	 -0.04291236	 -0.08477217	
200905	 -0.07210912	  0.07270433	 -0.01871412	
200906	 -0.04054409	  0.02262955	 -0.00530504	
200907	  0.07996948	  0.04170561	  0.00514983	
200908	 -0.01591778	 -0.00351495	 -0.06604374	
200909	  0.01414683	  0.06039773	  0.06363581	
200910	 -0.06074893	 -0.05054513	  0.06837306	
200911	 -0.03522424	 -0.01325874	  0.00207997	
200912	  0.13693106	 -0.00075877	  0.03573500	
201001	  0.05788217	  0.11521897	 -0.01069817	
201002	  0.01445270	  0.03292699	 -0.00764969	
201003	  0.02159131	  0.03057156	 -0.06296757	
201004	 -0.06132722	 -0.05372780	  0.01033051	
201005	 -0.07800395	 -0.02105219	 -0.02799509	
201006	 -0.05872554	  0.01190678	  0.00381301	
201007	 -0.01148832	  0.00818171	  0.02481581	
201008	  0.00733551	  0.03162064	  0.02192905	
201009	 -0.02365008	  0.08593193	  0.03349349	
201010	 -0.02515327	 -0.03776696	  0.02305154	
201011	 -0.01350750	 -0.01020699	  0.02741365	
201012	  0.03893839	  0.08447068	  0.03148878	
201101	 -0.03436608	 -0.03246211	  0.00785422	
201102	 -0.01119498	 -0.01854438	 -0.00981065	
201103	 -0.03244388	 -0.01575970	  0.00256874	
201104	  0.00997743	  0.01951297	 -0.05774157	
201105	  0.01769219	  0.02252830	 -0.02326755	
201106	 -0.00861296	  0.02594890	 -0.01881235	
201107	 -0.01354643	  0.01486181	  0.00318322	
201108	 -0.05015658	 -0.04863678	 -0.03954234	
201109	  0.01295707	  0.02864053	 -0.07090816	
201110	 -0.04181717	  0.02668542	  0.07590142	
201111	 -0.09640161	 -0.02791307	  0.03191081	
201112	  0.01009897	  0.05060220	 -0.00860855	
201201	  0.01930033	  0.05387347	 -0.02467860	
201202	  0.03102050	  0.00860955	  0.02680013	
201203	 -0.01915062	 -0.00924145	 -0.06296408	
201204	  0.00865482	 -0.01592436	  0.00049827	
201205	  0.08348953	 -0.00788887	 -0.00445355	
201206	  0.01779161	 -0.00347036	  0.00708824	
201207	  0.01627988	  0.09838061	  0.00243653	
201208	 -0.04169769	 -0.02056639	 -0.00286072	
201209	  0.04583937	  0.03363417	 -0.02354048	
201210	 -0.02182127	 -0.04251562	 -0.00160030	
201211	 -0.01314351	 -0.05483727	 -0.02151188	
201212	  0.01042203	  0.02808485	  0.01452294	
201301	  0.01619283	  0.02819673	 -0.02019767	
201302	 -0.02584187	 -0.01776034	 -0.00796617	
201303	  0.02584537	  0.07046981	  0.00326815	
201304	 -0.00375071	 -0.01181139	 -0.01525547	
201305	  0.00372719	  0.01815821	  0.00467098	
201306	 -0.02851650	  0.01476754	 -0.02002910	
201307	 -0.02124380	  0.01043595	  0.00802978	
201308	 -0.03539203	  0.01379794	  0.01637466	
201309	 -0.02656396	 -0.01008306	 -0.02111438	
201310	  0.06693494	  0.09988433	 -0.02372064	
201311	 -0.06656417	  0.03988245	 -0.03732616	
201312	  0.02901629	  0.02405326	 -0.00463225	
201401	 -0.00715499	  0.01937708	  0.02806809	
201402	  0.02009866	  0.02464234	 -0.00841023	
201403	  0.00114467	  0.03180539	  0.02986701	
201404	 -0.00437292	 -0.00558415	 -0.05006885	
201405	 -0.07558025	 -0.03244645	  0.00233522	
201406	  0.03555200	  0.08812498	  0.01450401	
201407	  0.00786759	  0.02878767	 -0.00301202	
201408	 -0.00748499	 -0.00177904	  0.00349328	
201409	  0.01126030	  0.02958051	  0.02125040	
201410	  0.03128302	  0.04421764	  0.04242302	
201411	 -0.04134457	 -0.02978488	  0.00333902	
201412	  0.02577303	  0.05387976	  0.02561386	
201501	  0.00052028	  0.02470388	 -0.01776288	
201502	 -0.00812077	 -0.00023045	 -0.00049952	
201503	 -0.04484139	 -0.02367446	  0.01021601	
201504	 -0.02195946	  0.00550809	 -0.00340553	
201505	  0.01914638	  0.00502287	  0.04121417	
201506	  0.01174106	  0.00917014	  0.02710399	
201507	  0.04081577	  0.03193402	  0.00584959	
201508	  0.02687796	  0.07153347	 -0.00740033	
201509	 -0.04963911	 -0.07879266	  0.00807650	
201510	  0.00812026	  0.10181994	 -0.06483127	
201511	 -0.12219204	 -0.03018455	  0.03879494	
201512	 -0.08085595	 -0.01403706	 -0.00030195	
201601	 -0.08173898	 -0.04285828	 -0.03352313	
201602	  0.00317672	  0.03037832	 -0.03002402	
201603	 -0.02036448	  0.00509606	 -0.01653054	
201604	  0.08328461	  0.09068359	 -0.00685215	
201605	 -0.04418657	 -0.05397526	  0.01720079	
201606	 -0.01959659	 -0.03124376	 -0.01499176	
201607	  0.06306642	  0.01020989	  0.02790272	
201608	  0.00842718	 -0.00565877	 -0.00610669	
201609	 -0.04118291	 -0.03421025	  0.01740465	
201610	  0.10321770	  0.08848010	  0.00990117	
201611	 -0.07588699	 -0.00260327	 -0.00007316	
201612	  0.00176791	  0.04706810	 -0.01537102	
201701	  0.04555698	  0.06963618	  0.01991409	
201702	 -0.05743192	 -0.05277198	 -0.02663697	
201703	 -0.01043048	 -0.06755986	 -0.03508508	
201704	 -0.02995486	  0.00808430	 -0.02347003	
201705	  0.10505019	  0.08922809	 -0.03648656	
201706	  0.04244714	  0.02466723	  0.03073222	
201707	 -0.01938304	  0.01018427	  0.03236345	
201708	  0.02982435	  0.06350512	 -0.02508042	
201709	  0.05203790	  0.05655357	 -0.01476058	
201710	  0.02676073	  0.03021808	 -0.04799623	
201711	  0.03465179	  0.01764634	 -0.01530276	
201712	  0.03741896	  0.04467129	  0.05071480	
201801	 -0.05288728	 -0.01055710	  0.01096538	
201802	  0.00308990	  0.02826815	  0.05219188	
201803	  0.02924403	  0.08667276	  0.00335910	
201804	 -0.07867945	 -0.01096153	  0.01281640	
201805	  0.02703640	  0.08418552	  0.07000342	
201806	  0.10046450	  0.12885686	 -0.02171473	
201807	 -0.02327625	 -0.02233950	 -0.00615336	
201808	  0.08636832	  0.04150931	 -0.01729673	
201809	 -0.04386957	  0.05452086	  0.00452563	
201810	 -0.06911837	 -0.03154673	 -0.07133955	
201811	  0.01581954	  0.04087851	  0.02619195	
201812	 -0.06388950	 -0.03805118	 -0.00198827	
201901	 -0.03149601	 -0.03192587	  0.03178152	
201902	  0.06263287	  0.15357097	 -0.00638030	
201903	  0.00167780	  0.00060009	  0.00517299	
201904	  0.03645053	  0.05433006	 -0.00271548	
201905	 -0.02195995	 -0.01973060	 -0.00871433	
201906	 -0.09709251	 -0.06629082	 -0.02903186	
201907	  0.07259089	  0.07163250	  0.00021345	
201908	  0.04597590	  0.02407030	 -0.00571183	
201909	 -0.04788952	 -0.02577861	 -0.05009514	
201910	 -0.06842705	  0.00031631	  0.00200349	
201911	 -0.04463662	  0.04147126	  0.02299694	
201912	 -0.01880254	  0.02395046	  0.00181293	
202001	 -0.04079934	 -0.01376835	  0.01905550	
202002	  0.00627214	  0.02355761	  0.04113768	
202003	 -0.26037267	 -0.16391621	 -0.12488500	
202004	  0.01146230	 -0.02660873	  0.12324990	
202005	 -0.05590794	 -0.06645246	  0.06912383	
202006	 -0.01513391	  0.01564850	  0.06613892	
202007	  0.03449560	  0.07415677	  0.00078269	
202008	  0.00611461	 -0.01161239	  0.04261010	
202009	 -0.09962494	 -0.12306108	 -0.00090128	
202010	 -0.04314307	  0.02847843	  0.03922916	
202011	  0.05389798	  0.06888169	  0.02760550	
202012	  0.02492602	  0.01309983	  0.05452858	
202101	  0.10615330	  0.05937743	 -0.04573986	
202102	 -0.02969920	 -0.04903934	  0.01866650	
202103	 -0.07658080	 -0.01401946	 -0.06748401	
202104	 -0.04636161	 -0.02704303	 -0.00033839	
202105	 -0.05481813	 -0.01053554	 -0.03012630	
202106	 -0.03642498	  0.00374462	  0.03823871	
202107	  0.00573411	  0.03894616	 -0.00150231	
202108	  0.00171081	  0.03229767	  0.00187612	
202109	 -0.01929714	 -0.00245240	 -0.00975089	
202110	 -0.01000028	 -0.00962217	  0.01267279	
202111	  0.00938949	  0.02804617	 -0.02448181	
202112	  0.06116892	  0.07436625	 -0.02541366	
202201	 -0.05847590	 -0.04647601	 -0.04817268	
202202	 -0.09031809	 -0.07528236	  0.00320734	
202203	 -0.07676614	 -0.02510395	 -0.02549592	
202204	 -0.16244725	 -0.13343765	 -0.01646354	
202205	 -0.02778027	  0.02532948	 -0.07711321	
202206	 -0.02777560	  0.08337362	  0.03684756	
202207	  0.00698915	  0.07767279	  0.00491698	
202208	  0.01742491	  0.02398480	  0.01036662	
202209	 -0.01239846	 -0.01725928	  0.06560699	
202210	 -0.01710847	 -0.00101879	 -0.08999211	
202211	  0.01200235	  0.00756358	 -0.05204565	
202212	  0.01544615	  0.03758888	 -0.01619041	
202301	  0.01375657	  0.04905206	 -0.03275620	
202302	  0.00630368	  0.04045437	  0.00886616	
202303	 -0.01284946	  0.00417010	  0.06077922	
202304	 -0.15233988	 -0.13544184	  0.00881770	
202305	 -0.07919043	 -0.00429078	  0.04439779	
202306	 -0.04526002	  0.02376823	 -0.06312974	
202307	  0.03189112	  0.05443544	 -0.03678202	
202308	 -0.02222040	 -0.01313487	 -0.04228930	
202309	 -0.06389400	 -0.03485548	 -0.04425718	
202310	  0.16301983	  0.17499864	  0.00182830	
202311	  0.01797043	 -0.10303598	  0.06302000	
202312	 -0.09917234	 -0.13639839	  0.04052687	
202401	 -0.00190882	  0.02162889	 -0.02328703	
202402	  0.00408772	  0.02037043	 -0.02214980	
202403	 -0.00129509	 -0.00366344	 -0.00138191	
202404	 -0.09278342	 -0.10413607	  0.00920138	
202405	 -0.06771505	 -0.00246092	  0.08632894	
202406	 -0.06669709	 -0.01424096	  0.04078335	
202407	  0.01088217	 -0.00993939	 -0.03855152	
202408	 -0.02735178	  0.02221194	 -0.03376305	
202409	 -0.06649157	 -0.00902326	 -0.03972534	
202410	  0.09698526	  0.17379355	  0.03295583	
202411	 -0.02677893	 -0.03693241	  0.00141509	
202412	 -0.05406810	 -0.02768725	  0.04977467	
202501	 -0.03283274	  0.00930423	  0.01682636	
202502	 -0.17449684	 -0.15283584	 -0.03281382	
202503	 -0.01691292	  0.03866849	 -0.01015685	
202504	 -0.11595302	 -0.10731453	  0.13179243	
202505	  0.14024062	  0.08646059	  0.02756176	
202506	  0.01501297	 -0.02182895	  0.01035282	
202507	  0.16661480	  0.15542082	 -0.03880065	
202508	 -0.05688922	 -0.02646377	 -0.04971295	
202509	  0.15645196	  0.14437347	 -0.05736354	
202510	  0.04284471	  0.00117027	 -0.12123111	
202511	  0.07516319	  0.03843592	 -0.06740534	
202512	 -0.04086720	 -0.00585127	 -0.03618302	
